id,description
ao-9B8IV9_E_175_187,"In the image, a child wearing a blue shirt and shorts is climbing up a wooden structure. The child is using their hands to grip the structure as they ascend. The structure appears to be part of a larger building, and there is a website address visible in the bottom right corner of the image."
ao-9B8IV9_E_217_221,"The image shows a person lying on the ground in a grassy area, with the date ""OCT 21 1992"" and a website address ""www.megasite.tk"" visible in the bottom right corner. The person appears to be in distress or possibly injured."
ao-9B8IV9_E_37_44,"In the image, a man is kneeling beside a lion lying on the ground in a grassy field. The man appears to be interacting with the lion, possibly in a playful or protective manner. In the background, there is a blurred image of a group of people, suggesting that this scene might be taking place in a"
ao-9B8IV9_E_72_77,"The image shows a person riding a horse on a beach, with the ocean waves crashing in the background. The rider appears to be in motion, possibly galloping, and the horse is captured mid-stride. The scene conveys a sense of freedom and adventure."
ao-9B8IV9_E_77_81,"In the image, a person is lying on the beach, with a white horse standing nearby. The horse appears to be sniffing or interacting with the person on the beach. In the background, there is a body of water with waves, and the sky is overcast."
ao-9B8IV9_E_87_95,"In the image, a person dressed in a white shirt and blue jeans is standing on a grassy hill. They are holding a tennis racket and appear to be in the middle of a swing, possibly preparing to hit a tennis ball. The background is a clear sky, and there is a watermark in the top right corner"
auFXfsCzAvQ_1_15,"A brown and white dog is standing on the edge of a swimming pool, looking down into the water."
b-d-CxHaKGU_10_30,"In the image, a man is standing in front of a whiteboard, which displays a geometric figure with labeled points (x, y) and (4, 3). The man appears to be explaining or demonstrating the geometric properties of the figure."
b24_bb57PPk_631_637,"The image depicts a formal dinner setting with a group of men dressed in suits and ties, seated around a table adorned with a red tablecloth. One man is standing and appears to be addressing the others, who are attentively listening. The table is set with wine glasses, plates, and cutlery, and there"
b4FM9OLBGyM_37_49,"The image shows a close-up of a person's face, focusing on the eye area. The person is using a makeup brush to apply eyeshadow to their eyelid. The brush is held in the person's right hand, and the eyeshadow appears to be in the process of being applied. The person's"
b4mJ3AQc-ag_30_34,"The image captures a close-up view of a person's hands meticulously peeling the skin off a piece of chicken. The chicken is placed on a yellow plate, and the person's hands are in the process of removing the chicken's skin. The background is blurred, focusing the viewer's attention on the hands and the chicken"
b71bI0rH1g8_75_90,"The image shows a person dressed in a camouflage military uniform, equipped with tactical gear and holding a firearm. The person appears to be in a snowy environment, suggesting a cold or winter setting."
b97TK8XVLHE_40_50,"The image shows a computer screen displaying a text message conversation. The conversation is between two individuals, with the first message saying ""See... SHAHABU"" and the second message saying ""If you give it some thought and I think it'll be great if we can meet tomorrow."" The conversation appears to be casual and"
bAYIIlX-WWw_5_15,"In the image, a young boy is sitting on the ground, playing a flute. He is wearing a yellow shirt and white pants. The setting appears to be an outdoor area with stone columns in the background."
bDoCQEwghZU_201_211,"A man in a blue shirt sits in a green armchair in a living room, with a coffee table in front of him holding a book and a remote control. The room features a brick fireplace, a painting on the wall, and a potted plant to the right."
bJJndejsUWc_88_98,"The image captures a band performing on stage, illuminated by purple and blue lights. The band members are playing various instruments, including a drummer, a guitarist, and a keyboardist. The stage is filled with smoke, adding a dramatic effect to the performance."
bK-i_FAcpoY_86_92,"In the image, a man is seated in a chair, dressed in a beige suit and a patterned tie. He is holding a cigarette in his right hand, which is emitting a plume of smoke. The background features a painting and a floral arrangement, adding to the opulent setting."
bL_Kijz9IN4_0_15,"The image shows a person in a red shirt chopping garlic on a white cutting board in a kitchen. The person is using a large knife to cut the garlic into smaller pieces. The cutting board is placed on a kitchen counter, and there are other kitchen items in the background, including a bowl and a green utensil."
bLqmf8x7rLI_2_8,"In the image, a panda is seen walking down a street, surrounded by people and bicycles. The panda is in the foreground, moving towards the right side of the frame. The people and bicycles are in the background, indicating a busy urban environment."
bQJQGoJF7_k_109_115,"In the image, a person is pouring a yellow sauce from a bottle into a plastic container on a kitchen counter. The counter also has a cutting board labeled ""SIXSTAR CUTTING"" and a blender labeled ""TheBestSauces.com"" in the background."
bQJQGoJF7_k_120_126,"A person is preparing food in a kitchen, using a spoon to mix a mixture in a plastic container on the counter."
bQJQGoJF7_k_145_153,"A person is preparing food in a kitchen, placing raw chicken into a plastic container on the counter. The container is labeled ""TheBestSauces.com""."
bQJQGoJF7_k_162_169,"In the image, a person's hand is seen holding a clear plastic bag filled with a yellowish liquid, likely a marinade or sauce, over a white tiled countertop. To the right of the bag, there is a yellow plastic tray and a black silicone spatula. In the background, there is a bottle"
bSIjZ75a50s_286_304,"The image shows a person preparing a dessert, specifically a strawberry tart, on a white plate. The tart is topped with fresh strawberries and cream, and the person is adding more strawberries to the top of the tart. The person is wearing a white chef's coat, and there is Japanese text at the bottom of the image"
bSrpvMSuhPM_17_31,"The image shows a close-up of a man with curly hair, wearing a dark suit with a white shirt and a white cravat. He appears to be speaking or reacting to something, with a serious expression on his face. The background is blurred, but it seems to be an indoor setting with warm lighting."
bXsKw3TOQXs_30_55,A person's hands are seen folding a green sticky note on a wooden table.
b_BuSVZwq6M_1_9,"The image captures a moment from a cricket match, featuring a player in a blue and red uniform with the number 25 on the back. The player is in the midst of a celebratory gesture, raising their arms in triumph. The scoreboard in the background shows ""AUS 5/109"" and"
bb6V0Grtub4_174_185,"In this black and white image, a person is seated at a drum set in a room, playing the drums while wearing headphones."
